"Subject";"Country";"entry";"nowcast_year";"nowcast_month";"nowcast";"Model"
"INTRA_EXPORT";"AT";1;2024;12;10138.9143079659;"TRAMO_MV"
"INTRA_EXPORT";"BE";1;2024;12;25413.214060979;"TRAMO_MV"
"INTRA_EXPORT";"BG";1;2024;12;2029.17466472987;"TRAMO_MV"
"INTRA_EXPORT";"HR";1;2024;12;1265.85960152374;"TRAMO_MV"
"INTRA_EXPORT";"CY";1;2024;12;86.5438104253262;"TRAMO_MV"
"INTRA_EXPORT";"CZ";1;2024;12;14318.8902524695;"TRAMO_MV"
"INTRA_EXPORT";"DK";1;2024;12;5054.84752529818;"TRAMO_MV"
"INTRA_EXPORT";"EE";1;2024;12;1032.76852894633;"TRAMO_MV"
"INTRA_EXPORT";"FI";1;2024;12;3663.78208543057;"TRAMO_MV"
"INTRA_EXPORT";"FR";1;2024;12;25390.8942520499;"TRAMO_MV"
"INTRA_EXPORT";"DE";1;2024;12;63538.5396559651;"TRAMO_MV"
"INTRA_EXPORT";"EL";1;2024;12;2275.29742169108;"TRAMO_MV"
"INTRA_EXPORT";"HU";1;2024;12;8233.52670125341;"TRAMO_MV"
"INTRA_EXPORT";"IE";1;2024;12;8202.05641798859;"TRAMO_MV"
"INTRA_EXPORT";"IT";1;2024;12;22802.6631018793;"TRAMO_MV"
"INTRA_EXPORT";"LV";1;2024;12;1027.07707856346;"TRAMO_MV"
"INTRA_EXPORT";"LT";1;2024;12;1793.09612371364;"TRAMO_MV"
"INTRA_EXPORT";"LU";1;2024;12;863.925631197058;"TRAMO_MV"
"INTRA_EXPORT";"MT";1;2024;12;153.055292060543;"TRAMO_MV"
"INTRA_EXPORT";"NL";1;2024;12;48392.2007108026;"TRAMO_MV"
"INTRA_EXPORT";"PL";1;2024;12;18966.9246080557;"TRAMO_MV"
"INTRA_EXPORT";"PT";1;2024;12;4211.7967647105;"TRAMO_MV"
"INTRA_EXPORT";"RO";1;2024;12;4548.50193535367;"TRAMO_MV"
"INTRA_EXPORT";"SK";1;2024;12;6044.25334257;"TRAMO_MV"
"INTRA_EXPORT";"SI";1;2024;12;3003.39436691068;"TRAMO_MV"
"INTRA_EXPORT";"ES";1;2024;12;19102.760746335;"TRAMO_MV"
"INTRA_EXPORT";"SE";1;2024;12;7440.15709955054;"TRAMO_MV"
"INTRA_EXPORT";"AT";2;2024;12;9914.85773653082;"TRAMO_UV"
"INTRA_EXPORT";"BE";2;2024;12;25496.4434188457;"TRAMO_UV"
"INTRA_EXPORT";"BG";2;2024;12;1992.44834351995;"TRAMO_UV"
"INTRA_EXPORT";"HR";2;2024;12;1259.20385488376;"TRAMO_UV"
"INTRA_EXPORT";"CY";2;2024;12;95.2335387936912;"TRAMO_UV"
"INTRA_EXPORT";"CZ";2;2024;12;13945.7778386045;"TRAMO_UV"
"INTRA_EXPORT";"DK";2;2024;12;5051.70455955421;"TRAMO_UV"
"INTRA_EXPORT";"EE";2;2024;12;983.493114776216;"TRAMO_UV"
"INTRA_EXPORT";"FI";2;2024;12;3660.12875168662;"TRAMO_UV"
"INTRA_EXPORT";"FR";2;2024;12;24409.2294930831;"TRAMO_UV"
"INTRA_EXPORT";"DE";2;2024;12;63048.4768190813;"TRAMO_UV"
"INTRA_EXPORT";"EL";2;2024;12;2241.77218561489;"TRAMO_UV"
"INTRA_EXPORT";"HU";2;2024;12;7881.80076501036;"TRAMO_UV"
"INTRA_EXPORT";"IE";2;2024;12;7303.5193984915;"TRAMO_UV"
"INTRA_EXPORT";"IT";2;2024;12;22658.6973294055;"TRAMO_UV"
"INTRA_EXPORT";"LV";2;2024;12;1057.07478301472;"TRAMO_UV"
"INTRA_EXPORT";"LT";2;2024;12;1917.82995417844;"TRAMO_UV"
"INTRA_EXPORT";"LU";2;2024;12;920.580745579904;"TRAMO_UV"
"INTRA_EXPORT";"MT";2;2024;12;157.01611317975;"TRAMO_UV"
"INTRA_EXPORT";"NL";2;2024;12;48291.6974510138;"TRAMO_UV"
"INTRA_EXPORT";"PL";2;2024;12;18968.6400041579;"TRAMO_UV"
"INTRA_EXPORT";"PT";2;2024;12;4190.98371874809;"TRAMO_UV"
"INTRA_EXPORT";"RO";2;2024;12;4862.86284299465;"TRAMO_UV"
"INTRA_EXPORT";"SK";2;2024;12;6195.28301459447;"TRAMO_UV"
"INTRA_EXPORT";"SI";2;2024;12;3071.43428480027;"TRAMO_UV"
"INTRA_EXPORT";"ES";2;2024;12;18998.7516641466;"TRAMO_UV"
"INTRA_EXPORT";"SE";2;2024;12;7483.86665537615;"TRAMO_UV"
"INTRA_EXPORT";"AT";3;2024;12;10026.8860222484;"TRAMO_AVG"
"INTRA_EXPORT";"BE";3;2024;12;25454.8287399124;"TRAMO_AVG"
"INTRA_EXPORT";"BG";3;2024;12;2010.81150412491;"TRAMO_AVG"
"INTRA_EXPORT";"HR";3;2024;12;1262.53172820375;"TRAMO_AVG"
"INTRA_EXPORT";"CY";3;2024;12;90.8886746095087;"TRAMO_AVG"
"INTRA_EXPORT";"CZ";3;2024;12;14132.334045537;"TRAMO_AVG"
"INTRA_EXPORT";"DK";3;2024;12;5053.27604242619;"TRAMO_AVG"
"INTRA_EXPORT";"EE";3;2024;12;1008.13082186127;"TRAMO_AVG"
"INTRA_EXPORT";"FI";3;2024;12;3661.95541855859;"TRAMO_AVG"
"INTRA_EXPORT";"FR";3;2024;12;24900.0618725665;"TRAMO_AVG"
"INTRA_EXPORT";"DE";3;2024;12;63293.5082375232;"TRAMO_AVG"
"INTRA_EXPORT";"EL";3;2024;12;2258.53480365299;"TRAMO_AVG"
"INTRA_EXPORT";"HU";3;2024;12;8057.66373313189;"TRAMO_AVG"
"INTRA_EXPORT";"IE";3;2024;12;7752.78790824004;"TRAMO_AVG"
"INTRA_EXPORT";"IT";3;2024;12;22730.6802156424;"TRAMO_AVG"
"INTRA_EXPORT";"LV";3;2024;12;1042.07593078909;"TRAMO_AVG"
"INTRA_EXPORT";"LT";3;2024;12;1855.46303894604;"TRAMO_AVG"
"INTRA_EXPORT";"LU";3;2024;12;892.253188388481;"TRAMO_AVG"
"INTRA_EXPORT";"MT";3;2024;12;155.035702620147;"TRAMO_AVG"
"INTRA_EXPORT";"NL";3;2024;12;48341.9490809082;"TRAMO_AVG"
"INTRA_EXPORT";"PL";3;2024;12;18967.7823061068;"TRAMO_AVG"
"INTRA_EXPORT";"PT";3;2024;12;4201.3902417293;"TRAMO_AVG"
"INTRA_EXPORT";"RO";3;2024;12;4705.68238917416;"TRAMO_AVG"
"INTRA_EXPORT";"SK";3;2024;12;6119.76817858224;"TRAMO_AVG"
"INTRA_EXPORT";"SI";3;2024;12;3037.41432585548;"TRAMO_AVG"
"INTRA_EXPORT";"ES";3;2024;12;19050.7562052408;"TRAMO_AVG"
"INTRA_EXPORT";"SE";3;2024;12;7462.01187746334;"TRAMO_AVG"
"INTRA_EXPORT";"AT";4;2024;12;10696.9076392651;"LSTM"
"INTRA_EXPORT";"BE";4;2024;12;21962.0376810074;"LSTM"
"INTRA_EXPORT";"BG";4;2024;12;1916.59516546726;"LSTM"
"INTRA_EXPORT";"HR";4;2024;12;805.755552822351;"LSTM"
"INTRA_EXPORT";"CY";4;2024;12;79.2248153626919;"LSTM"
"INTRA_EXPORT";"CZ";4;2024;12;12279.4037845999;"LSTM"
"INTRA_EXPORT";"DK";4;2024;12;5047.77788867652;"LSTM"
"INTRA_EXPORT";"EE";4;2024;12;1050.36638044715;"LSTM"
"INTRA_EXPORT";"FI";4;2024;12;3375.55580938458;"LSTM"
"INTRA_EXPORT";"FR";4;2024;12;22245.2802808046;"LSTM"
"INTRA_EXPORT";"DE";4;2024;12;61235.9300443888;"LSTM"
"INTRA_EXPORT";"EL";4;2024;12;2016.69088299274;"LSTM"
"INTRA_EXPORT";"HU";4;2024;12;8936.03498096466;"LSTM"
"INTRA_EXPORT";"IE";4;2024;12;6075.56698495746;"LSTM"
"INTRA_EXPORT";"IT";4;2024;12;19752.058144331;"LSTM"
"INTRA_EXPORT";"LV";4;2024;12;860.454463306069;"LSTM"
"INTRA_EXPORT";"LT";4;2024;12;1715.05864846706;"LSTM"
